#,id,kwota_rekompensaty,kwota_rekompensaty_oryginalna,roznica,mediana
1,55103,600.00,3600.00,3000,125
2,2005089,600.00,3000.00,2400,125
3,40029,600.00,3000.00,2400,125
4,35905,300.00,2400.00,2100,125
5,2158150,112.00,2000.00,1888,125
6,2151403,600.00,2400.00,1800,125
7,16139,400.00,2000.00,1600,125
8,2037162,750.00,2250.00,1500,125
9,56215,400.00,1600.00,1200,125
10,33297,600.00,1800.00,1200,125
11,2101137,600.00,1800.00,1200,125
12,2094338,1200.00,2400.00,1200,125
13,2099927,1200.00,2400.00,1200,125
14,44006,600.00,1800.00,1200,125
15,2101190,600.00,1800.00,1200,125
16,2073350,800.00,2000.00,1200,125
17,2073557,800.00,2000.00,1200,125
18,2113379,98.02,1200.00,1101.98,125
19,2063709,100.00,1200.00,1100,125
20,2107041,100.00,1200.00,1100,125
21,2106980,750.00,1800.00,1050,125
22,2001986,-700.00,300.00,1000,125
23,54796,300.00,1200.00,900,125
24,56248,100.00,1000.00,900,125
25,39092,300.00,1200.00,900,125
26,2073545,1200.00,2000.00,800,125
27,2073186,1200.00,2000.00,800,125
28,2107008,1000.00,1800.00,800,125
29,56217,250.00,1000.00,750,125
30,2037161,1500.00,2250.00,750,125
31,2108726,450.00,1200.00,750,125
32,55320,250.00,1000.00,750,125
33,55317,450.00,1200.00,750,125
34,2005700,455.00,1200.00,745,125
35,2107007,478.00,1200.00,722,125
36,49967,500.00,1200.00,700,125
37,2061674,500.00,1200.00,700,125
38,2104784,500.00,1200.00,700,125
39,45096,122.00,800.00,678,125
40,2108065,100.00,750.00,650,125
41,29393,600.00,1200.00,600,125
42,56208,600.00,1200.00,600,125
43,2104228,600.00,1200.00,600,125
44,2004805,600.00,1200.00,600,125
45,53903,600.00,1200.00,600,125
46,2000951,600.00,1200.00,600,125
47,2001495,600.00,1200.00,600,125
48,2006345,600.00,1200.00,600,125
49,2107043,600.00,1200.00,600,125
50,2000039,600.00,1200.00,600,125
51,41202,600.00,1200.00,600,125
52,2001496,600.00,1200.00,600,125
53,11192,600.00,1200.00,600,125
54,53532,1200.00,1800.00,600,125
55,36067,3000.00,3600.00,600,125
56,55116,200.00,800.00,600,125
57,2108505,600.00,1200.00,600,125
58,2150600,1800.00,2400.00,600,125
59,2101027,200.00,800.00,600,125
60,2071359,600.00,1200.00,600,125
61,2006445,600.00,1200.00,600,125
62,55314,600.00,1200.00,600,125
63,2087550,600.00,1200.00,600,125
64,2000264,600.00,1200.00,600,125
65,37332,600.00,1200.00,600,125
66,2000431,600.00,1200.00,600,125
67,2073006,600.00,1200.00,600,125
68,2001033,0.00,600.00,600,125
69,55774,600.00,1200.00,600,125
70,2007872,0.00,600.00,600,125
71,2005091,2400.00,3000.00,600,125
72,52824,1200.00,1800.00,600,125
73,2103900,300.00,900.00,600,125
74,2004533,600.00,1200.00,600,125
75,53555,2400.00,3000.00,600,125
76,55316,600.00,1200.00,600,125
77,2000506,600.00,1200.00,600,125
78,2037311,0.01,600.00,599.99,125
79,2068588,200.00,750.00,550,125
80,2003718,200.00,750.00,550,125
81,2007404,0.00,500.00,500,125
82,2084554,700.00,1200.00,500,125
83,2066761,700.00,1200.00,500,125
84,2108513,100.00,600.00,500,125
85,2004771,250.00,750.00,500,125
86,2107039,400.00,900.00,500,125
87,2002189,100.00,600.00,500,125
88,2002383,100.00,600.00,500,125
89,44087,250.00,750.00,500,125
90,2065230,250.00,750.00,500,125
91,54152,700.00,1200.00,500,125
92,2037165,1.00,500.00,499,125
93,2084500,260.00,750.00,490,125
94,2041123,10.00,500.00,490,125
95,2005703,745.00,1200.00,455,125
96,2002055,150.00,600.00,450,125
97,11849,750.00,1200.00,450,125
98,2005115,300.00,750.00,450,125
99,2108506,356.00,800.00,444,125
100,2002270,200.00,600.00,400,125
101,2004009,200.00,600.00,400,125
102,2004033,200.00,600.00,400,125
103,2001298,200.00,600.00,400,125
104,2002186,200.00,600.00,400,125
105,47393,400.00,800.00,400,125
106,48956,400.00,800.00,400,125
107,2004414,400.00,800.00,400,125
108,55106,400.00,800.00,400,125
109,53534,1600.00,2000.00,400,125
110,55490,400.00,800.00,400,125
111,38751,1200.00,1600.00,400,125
112,2078539,200.00,600.00,400,125
113,43790,400.00,800.00,400,125
114,2000347,200.00,600.00,400,125
115,2002025,200.00,600.00,400,125
116,2002267,200.00,600.00,400,125
117,2002264,200.00,600.00,400,125
118,55045,400.00,800.00,400,125
119,2001247,400.00,800.00,400,125
120,2006466,200.00,600.00,400,125
121,2055030,100.00,500.00,400,125
122,2011016,200.00,600.00,400,125
123,2001770,200.00,600.00,400,125
124,2001037,0.00,400.00,400,125
125,2000928,200.00,600.00,400,125
126,2108509,400.00,800.00,400,125
127,2001246,400.00,800.00,400,125
128,2013359,1200.00,1600.00,400,125
129,54225,200.00,600.00,400,125
130,40916,400.00,800.00,400,125
131,2053514,200.00,600.00,400,125
132,2004159,100.00,500.00,400,125
133,2002183,200.00,600.00,400,125
134,2004494,400.00,800.00,400,125
135,55111,400.00,800.00,400,125
136,2000088,200.00,600.00,400,125
137,54820,200.00,600.00,400,125
138,2002184,210.00,600.00,390,125
139,2001817,222.20,600.00,377.8,125
140,2001243,230.00,600.00,370,125
141,2111208,136.00,500.00,364,125
142,2061967,250.00,600.00,350,125
143,2065423,250.00,600.00,350,125
144,2063696,250.00,600.00,350,125
145,2106981,150.00,500.00,350,125
146,2099211,150.00,500.00,350,125
147,2097051,250.00,600.00,350,125
148,47454,250.00,600.00,350,125
149,2088599,250.00,600.00,350,125
150,2002030,256.00,600.00,344,125
151,2108840,160.00,500.00,340,125
152,2059791,50.00,375.00,325,125
153,2009431,300.00,600.00,300,125
154,2012360,300.00,600.00,300,125
155,2052403,300.00,600.00,300,125
156,2011525,300.00,600.00,300,125
157,2010725,300.00,600.00,300,125
158,2100648,300.00,600.00,300,125
159,2002262,200.00,500.00,300,125
160,2072791,300.00,600.00,300,125
161,36492,300.00,600.00,300,125
162,2005707,300.00,600.00,300,125
163,2057645,300.00,600.00,300,125
164,2009429,300.00,600.00,300,125
165,2005109,450.00,750.00,300,125
166,55008,2100.00,2400.00,300,125
167,2006055,300.00,600.00,300,125
168,2011097,300.00,600.00,300,125
169,2011368,300.00,600.00,300,125
170,2010053,300.00,600.00,300,125
171,2042316,300.00,600.00,300,125
172,2010052,300.00,600.00,300,125
173,2007418,300.00,600.00,300,125
174,2005200,100.00,400.00,300,125
175,2058686,300.00,600.00,300,125
176,2107437,300.00,600.00,300,125
177,2012674,300.00,600.00,300,125
178,2100638,300.00,600.00,300,125
179,2152237,300.00,600.00,300,125
180,2110707,300.00,600.00,300,125
181,55010,900.00,1200.00,300,125
182,2076221,100.00,400.00,300,125
183,36647,200.00,500.00,300,125
184,2000334,300.00,600.00,300,125
185,2000313,300.00,600.00,300,125
186,2149305,300.00,600.00,300,125
187,2070527,100.00,400.00,300,125
188,9858,100.00,400.00,300,125
189,2053289,300.00,600.00,300,125
190,2005706,300.00,600.00,300,125
191,2126858,200.00,500.00,300,125
192,2106809,200.00,500.00,300,125
193,2002054,300.00,600.00,300,125
194,2071353,300.00,600.00,300,125
195,2074339,300.00,600.00,300,125
196,2011974,300.00,600.00,300,125
197,30118,900.00,1200.00,300,125
198,2010652,300.00,600.00,300,125
199,2002414,300.00,600.00,300,125
200,2007416,300.00,600.00,300,125
201,2002188,300.25,600.00,299.75,125
202,2037263,1.00,300.00,299,125
203,2138000,230.00,500.00,270,125
204,2084501,490.00,750.00,260,125
205,2109948,245.28,500.00,254.72,125
206,2065316,250.00,500.00,250,125
207,2067126,250.00,500.00,250,125
208,2067133,250.00,500.00,250,125
209,2065313,250.00,500.00,250,125
210,2067136,250.00,500.00,250,125
211,2069917,250.00,500.00,250,125
212,2065324,250.00,500.00,250,125
213,2065326,250.00,500.00,250,125
214,2065336,250.00,500.00,250,125
215,2065332,250.00,500.00,250,125
216,2067217,500.00,750.00,250,125
217,2067222,350.00,600.00,250,125
218,2065343,250.00,500.00,250,125
219,2067204,250.00,500.00,250,125
220,2065347,250.00,500.00,250,125
221,2067206,250.00,500.00,250,125
222,2067220,350.00,600.00,250,125
223,2065437,250.00,500.00,250,125
224,2065440,250.00,500.00,250,125
225,2072980,250.00,500.00,250,125
226,2072976,250.00,500.00,250,125
227,2065663,250.00,500.00,250,125
228,2065648,250.00,500.00,250,125
229,2070136,250.00,500.00,250,125
230,2065650,250.00,500.00,250,125
231,2070139,250.00,500.00,250,125
232,2065667,250.00,500.00,250,125
233,2073015,250.00,500.00,250,125
234,2073018,250.00,500.00,250,125
235,2067490,250.00,500.00,250,125
236,2067493,250.00,500.00,250,125
237,2067507,250.00,500.00,250,125
238,2067511,250.00,500.00,250,125
239,2065738,250.00,500.00,250,125
240,2065742,250.00,500.00,250,125
241,2065843,250.00,500.00,250,125
242,2065847,250.00,500.00,250,125
243,2112898,250.00,500.00,250,125
244,2070630,250.00,500.00,250,125
245,2070528,250.00,500.00,250,125
246,2067985,250.00,500.00,250,125
247,2068081,250.00,500.00,250,125
248,2070532,250.00,500.00,250,125
249,2068079,250.00,500.00,250,125
250,2067988,250.00,500.00,250,125
251,2070629,250.00,500.00,250,125
252,2081761,250.00,500.00,250,125
253,2073179,250.00,500.00,250,125
254,2073182,250.00,500.00,250,125
255,2068096,250.00,500.00,250,125
256,2073170,250.00,500.00,250,125
257,2073172,250.00,500.00,250,125
258,2068093,250.00,500.00,250,125
259,2068280,250.00,500.00,250,125
260,2068291,250.00,500.00,250,125
261,2073201,250.00,500.00,250,125
262,2068295,250.00,500.00,250,125
263,2068594,250.00,500.00,250,125
264,2068598,250.00,500.00,250,125
265,2073311,250.00,500.00,250,125
266,2071125,250.00,500.00,250,125
267,2068725,250.00,500.00,250,125
268,2068721,250.00,500.00,250,125
269,2068813,250.00,500.00,250,125
270,2068816,250.00,500.00,250,125
271,2073318,250.00,500.00,250,125
272,2073336,250.00,500.00,250,125
273,2073339,250.00,500.00,250,125
274,2073363,250.00,500.00,250,125
275,2073345,250.00,500.00,250,125
276,2073348,250.00,500.00,250,125
277,2073534,250.00,500.00,250,125
278,2073531,250.00,500.00,250,125
279,43648,250.00,500.00,250,125
280,55107,250.00,500.00,250,125
281,2045896,250.00,500.00,250,125
282,2073633,250.00,500.00,250,125
283,2045898,250.00,500.00,250,125
284,2073553,250.00,500.00,250,125
285,2073556,250.00,500.00,250,125
286,2045911,250.00,500.00,250,125
287,2059437,250.00,500.00,250,125
288,2045909,250.00,500.00,250,125
289,2071644,250.00,500.00,250,125
290,2071637,250.00,500.00,250,125
291,2073629,250.00,500.00,250,125
292,2071856,250.00,500.00,250,125
293,2071842,250.00,500.00,250,125
294,2075857,50.00,300.00,250,125
295,2071846,250.00,500.00,250,125
296,2073639,250.00,500.00,250,125
297,2071852,250.00,500.00,250,125
298,2073652,250.00,500.00,250,125
299,2073655,250.00,500.00,250,125
300,2073814,250.00,500.00,250,125
301,2067113,250.00,500.00,250,125
302,2078669,250.00,500.00,250,125
303,2051248,250.00,500.00,250,125
304,2053612,250.00,500.00,250,125
305,2051378,250.00,500.00,250,125
306,2072342,250.00,500.00,250,125
307,2072338,250.00,500.00,250,125
308,2072369,250.00,500.00,250,125
309,2072306,250.00,500.00,250,125
310,2072297,250.00,500.00,250,125
311,2051373,250.00,500.00,250,125
312,2072378,250.00,500.00,250,125
313,2073852,250.00,500.00,250,125
314,2073854,250.00,500.00,250,125
315,2053343,250.00,500.00,250,125
316,2073866,250.00,500.00,250,125
317,2006346,250.00,500.00,250,125
318,2073869,250.00,500.00,250,125
319,2073875,250.00,500.00,250,125
320,2073879,250.00,500.00,250,125
321,2072571,250.00,500.00,250,125
322,2072566,250.00,500.00,250,125
323,2074079,250.00,500.00,250,125
324,2053530,250.00,500.00,250,125
325,2052067,250.00,500.00,250,125
326,2074074,250.00,500.00,250,125
327,2110996,250.00,500.00,250,125
328,2052079,250.00,500.00,250,125
329,2046032,250.00,500.00,250,125
330,2046290,250.00,500.00,250,125
331,2046297,250.00,500.00,250,125
332,2048865,250.00,500.00,250,125
333,2048867,250.00,500.00,250,125
334,2045470,250.00,500.00,250,125
335,2050013,250.00,500.00,250,125
336,2049007,250.00,500.00,250,125
337,2052263,250.00,500.00,250,125
338,2046451,250.00,500.00,250,125
339,2046454,250.00,500.00,250,125
340,2049206,250.00,500.00,250,125
341,2049208,250.00,500.00,250,125
342,2049216,250.00,500.00,250,125
343,2049218,250.00,500.00,250,125
344,2052468,250.00,500.00,250,125
345,2046635,250.00,500.00,250,125
346,2046645,250.00,500.00,250,125
347,2046668,250.00,500.00,250,125
348,2046655,250.00,500.00,250,125
349,2074338,250.00,500.00,250,125
350,2046658,250.00,500.00,250,125
351,2046850,250.00,500.00,250,125
352,2046638,250.00,500.00,250,125
353,2052477,250.00,500.00,250,125
354,2052478,250.00,500.00,250,125
355,2049401,250.00,500.00,250,125
356,2049403,250.00,500.00,250,125
357,2041594,250.00,500.00,250,125
358,2052509,250.00,500.00,250,125
359,2052516,250.00,500.00,250,125
360,2047022,250.00,500.00,250,125
361,2049702,250.00,500.00,250,125
362,2044622,250.00,500.00,250,125
363,2050604,250.00,500.00,250,125
364,40987,250.00,500.00,250,125
365,2044625,250.00,500.00,250,125
366,2044676,250.00,500.00,250,125
367,2111689,250.00,500.00,250,125
368,2049704,250.00,500.00,250,125
369,2044677,250.00,500.00,250,125
370,2044744,250.00,500.00,250,125
371,2107980,250.00,500.00,250,125
372,2050742,250.00,500.00,250,125
373,2044760,250.00,500.00,250,125
374,2044759,250.00,500.00,250,125
375,2049867,250.00,500.00,250,125
376,2052791,250.00,500.00,250,125
377,2048246,250.00,500.00,250,125
378,2049882,250.00,500.00,250,125
379,2044941,250.00,500.00,250,125
380,2049884,250.00,500.00,250,125
381,2045077,250.00,500.00,250,125
382,2068279,250.00,500.00,250,125
383,2073198,250.00,500.00,250,125
384,2044943,250.00,500.00,250,125
385,2048244,250.00,500.00,250,125
386,2049932,250.00,500.00,250,125
387,2045354,250.00,500.00,250,125
388,2045352,250.00,500.00,250,125
389,2052794,250.00,500.00,250,125
390,2047845,250.00,500.00,250,125
391,2045469,250.00,500.00,250,125
392,2047842,250.00,500.00,250,125
393,2050010,250.00,500.00,250,125
394,2050024,250.00,500.00,250,125
395,2047923,250.00,500.00,250,125
396,2047860,250.00,500.00,250,125
397,2050044,250.00,500.00,250,125
398,2047862,250.00,500.00,250,125
399,2047922,250.00,500.00,250,125
400,2051360,250.00,500.00,250,125
401,2051358,250.00,500.00,250,125
402,2071131,250.00,500.00,250,125
403,2044604,250.00,500.00,250,125
404,2053711,250.00,500.00,250,125
405,2053793,250.00,500.00,250,125
406,2053873,250.00,500.00,250,125
407,2053872,250.00,500.00,250,125
408,2053678,250.00,500.00,250,125
409,2053805,250.00,500.00,250,125
410,2053672,250.00,500.00,250,125
411,2053775,250.00,500.00,250,125
412,2053691,250.00,500.00,250,125
413,2053708,250.00,500.00,250,125
414,55109,250.00,500.00,250,125
415,2053985,250.00,500.00,250,125
416,2053984,250.00,500.00,250,125
417,2053651,250.00,500.00,250,125
418,2054222,250.00,500.00,250,125
419,2054221,250.00,500.00,250,125
420,2054737,250.00,500.00,250,125
421,2006187,250.00,500.00,250,125
422,2060819,250.00,500.00,250,125
423,2033530,250.00,500.00,250,125
424,2055472,250.00,500.00,250,125
425,2055474,250.00,500.00,250,125
426,2004360,250.00,500.00,250,125
427,2004374,250.00,500.00,250,125
428,2068985,250.00,500.00,250,125
429,2005110,250.00,500.00,250,125
430,2005112,250.00,500.00,250,125
431,2005111,250.00,500.00,250,125
432,2005116,250.00,500.00,250,125
433,2060934,250.00,500.00,250,125
434,2006054,250.00,500.00,250,125
435,2006052,250.00,500.00,250,125
436,2060931,250.00,500.00,250,125
437,2105379,250.00,500.00,250,125
438,2100066,350.00,600.00,250,125
439,2063825,250.00,500.00,250,125
440,2008526,250.00,500.00,250,125
441,2008529,250.00,500.00,250,125
442,2058084,250.00,500.00,250,125
443,2100279,350.00,600.00,250,125
444,2014411,250.00,500.00,250,125
445,2013797,250.00,500.00,250,125
446,2055668,250.00,500.00,250,125
447,2058088,250.00,500.00,250,125
448,2055669,250.00,500.00,250,125
449,2054735,250.00,500.00,250,125
450,2108035,250.00,500.00,250,125
451,2108510,250.00,500.00,250,125
452,2055817,250.00,500.00,250,125
453,2055815,250.00,500.00,250,125
454,2066178,250.00,500.00,250,125
455,2066181,250.00,500.00,250,125
456,2061010,250.00,500.00,250,125
457,2061013,250.00,500.00,250,125
458,2055980,250.00,500.00,250,125
459,2055982,250.00,500.00,250,125
460,2055972,250.00,500.00,250,125
461,2055971,250.00,500.00,250,125
462,2058287,250.00,500.00,250,125
463,2056024,250.00,500.00,250,125
464,2058284,250.00,500.00,250,125
465,2056022,250.00,500.00,250,125
466,2056037,250.00,500.00,250,125
467,2056036,250.00,500.00,250,125
468,2053695,250.00,500.00,250,125
469,2053648,250.00,500.00,250,125
470,2058503,250.00,500.00,250,125
471,2058501,250.00,500.00,250,125
472,2053675,250.00,500.00,250,125
473,2068993,250.00,500.00,250,125
474,2053806,250.00,500.00,250,125
475,2053792,250.00,500.00,250,125
476,55194,350.00,600.00,250,125
477,2000604,20.00,270.00,250,125
478,2058682,250.00,500.00,250,125
479,2056709,250.00,500.00,250,125
480,2056707,250.00,500.00,250,125
481,2050739,250.00,500.00,250,125
482,2061324,250.00,500.00,250,125
483,2061302,250.00,500.00,250,125
484,2061307,250.00,500.00,250,125
485,2050856,250.00,500.00,250,125
486,2061330,250.00,500.00,250,125
487,2056835,250.00,500.00,250,125
488,2059076,250.00,500.00,250,125
489,2059070,250.00,500.00,250,125
490,2056833,250.00,500.00,250,125
491,53945,150.00,400.00,250,125
492,2056854,250.00,500.00,250,125
493,2061369,250.00,500.00,250,125
494,2061372,250.00,500.00,250,125
495,2056852,250.00,500.00,250,125
496,2059118,250.00,500.00,250,125
497,2059121,250.00,500.00,250,125
498,2061397,250.00,500.00,250,125
499,2061400,250.00,500.00,250,125
500,2057206,250.00,500.00,250,125
501,2057208,250.00,500.00,250,125
502,2050852,250.00,500.00,250,125
503,2057281,250.00,500.00,250,125
504,2063292,250.00,500.00,250,125
505,2063706,250.00,500.00,250,125
506,2061409,250.00,500.00,250,125
507,2061406,250.00,500.00,250,125
508,2054572,250.00,500.00,250,125
509,2057284,250.00,500.00,250,125
510,2059363,250.00,500.00,250,125
511,2059438,250.00,500.00,250,125
512,2059360,250.00,500.00,250,125
513,2061418,250.00,500.00,250,125
514,2059420,250.00,500.00,250,125
515,2061421,250.00,500.00,250,125
516,2059425,250.00,500.00,250,125
517,2059441,250.00,500.00,250,125
518,2059456,250.00,500.00,250,125
519,2054571,250.00,500.00,250,125
520,2059465,250.00,500.00,250,125
521,2051061,250.00,500.00,250,125
522,2063747,250.00,500.00,250,125
523,2063751,250.00,500.00,250,125
524,2059523,250.00,500.00,250,125
525,2066433,250.00,500.00,250,125
526,2061543,250.00,500.00,250,125
527,2061546,250.00,500.00,250,125
528,2059526,250.00,500.00,250,125
529,2063808,250.00,500.00,250,125
530,2066436,250.00,500.00,250,125
531,2063805,250.00,500.00,250,125
532,2059532,250.00,500.00,250,125
533,2059535,250.00,500.00,250,125
534,2061565,250.00,500.00,250,125
535,2059585,250.00,500.00,250,125
536,2059587,250.00,500.00,250,125
537,2061568,250.00,500.00,250,125
538,2063830,250.00,500.00,250,125
539,2059904,250.00,500.00,250,125
540,2059900,250.00,500.00,250,125
541,2051063,250.00,500.00,250,125
542,2054592,250.00,500.00,250,125
543,2051118,250.00,500.00,250,125
544,2051120,250.00,500.00,250,125
545,2062919,250.00,500.00,250,125
546,2045536,250.00,500.00,250,125
547,2061791,250.00,500.00,250,125
548,2061788,250.00,500.00,250,125
549,2061804,250.00,500.00,250,125
550,2061801,250.00,500.00,250,125
551,2045537,250.00,500.00,250,125
552,2048486,250.00,500.00,250,125
553,36901,250.00,500.00,250,125
554,2060495,250.00,500.00,250,125
555,2060492,250.00,500.00,250,125
556,2061962,350.00,600.00,250,125
557,2061920,250.00,500.00,250,125
558,2061923,250.00,500.00,250,125
559,2060521,250.00,500.00,250,125
560,2064117,250.00,500.00,250,125
561,2062104,250.00,500.00,250,125
562,2062107,250.00,500.00,250,125
563,2064119,250.00,500.00,250,125
564,2060520,250.00,500.00,250,125
565,2064131,250.00,500.00,250,125
566,2064134,250.00,500.00,250,125
567,2064155,250.00,500.00,250,125
568,2064145,250.00,500.00,250,125
569,2064146,250.00,500.00,250,125
570,2064151,250.00,500.00,250,125
571,2062319,250.00,500.00,250,125
572,2062316,250.00,500.00,250,125
573,2066760,150.00,400.00,250,125
574,2062516,250.00,500.00,250,125
575,2062513,250.00,500.00,250,125
576,2064300,250.00,500.00,250,125
577,2064304,250.00,500.00,250,125
578,2066769,250.00,500.00,250,125
579,2066772,250.00,500.00,250,125
580,2062585,250.00,500.00,250,125
581,2062588,250.00,500.00,250,125
582,2064491,250.00,500.00,250,125
583,2062647,250.00,500.00,250,125
584,2064495,250.00,500.00,250,125
585,2062651,250.00,500.00,250,125
586,2064575,250.00,500.00,250,125
587,2064579,250.00,500.00,250,125
588,2045661,250.00,500.00,250,125
589,2064700,250.00,500.00,250,125
590,2066870,250.00,500.00,250,125
591,2066873,250.00,500.00,250,125
592,2064704,250.00,500.00,250,125
593,2066935,250.00,500.00,250,125
594,2062896,250.00,500.00,250,125
595,2062900,250.00,500.00,250,125
596,2064772,250.00,500.00,250,125
597,2066946,250.00,500.00,250,125
598,2064776,250.00,500.00,250,125
599,2062916,250.00,500.00,250,125
600,2066965,250.00,500.00,250,125
601,2066967,250.00,500.00,250,125
602,2045680,250.00,500.00,250,125
603,2045682,250.00,500.00,250,125
604,2067029,250.00,500.00,250,125
605,2069611,250.00,500.00,250,125
606,2069614,250.00,500.00,250,125
607,2072814,250.00,500.00,250,125
608,2065206,250.00,500.00,250,125
609,2067033,250.00,500.00,250,125
610,2072817,250.00,500.00,250,125
611,2065209,250.00,500.00,250,125
612,2069620,250.00,500.00,250,125
613,2069624,250.00,500.00,250,125
614,54804,250.00,500.00,250,125
615,2069801,250.00,500.00,250,125
616,2072831,250.00,500.00,250,125
617,2069753,250.00,500.00,250,125
618,2067115,250.00,500.00,250,125
619,2072834,250.00,500.00,250,125
620,2065301,250.00,500.00,250,125
621,2065304,250.00,500.00,250,125
622,2069804,250.00,500.00,250,125
623,2069747,250.00,500.00,250,125
624,2067122,250.00,500.00,250,125
625,2054922,250.00,500.00,250,125
626,2054924,250.00,500.00,250,125
627,2057654,250.00,500.00,250,125
628,31851,250.00,500.00,250,125
629,2044623,250.00,500.00,250,125
630,2044631,250.00,500.00,250,125
631,2060671,250.00,500.00,250,125
632,2000018,250.00,500.00,250,125
633,2044734,250.00,500.00,250,125
634,2049870,250.00,500.00,250,125
635,2004753,500.00,750.00,250,125
636,2005028,250.00,500.00,250,125
637,2049930,250.00,500.00,250,125
638,2005122,250.00,500.00,250,125
639,2054991,250.00,500.00,250,125
640,2055079,250.00,500.00,250,125
641,2054989,250.00,500.00,250,125
642,2053771,250.00,500.00,250,125
643,2055081,250.00,500.00,250,125
644,2055077,250.00,500.00,250,125
645,2050026,250.00,500.00,250,125
646,2050046,250.00,500.00,250,125
647,2060813,250.00,500.00,250,125
648,2060818,250.00,500.00,250,125
649,2057772,250.00,500.00,250,125
650,2057775,250.00,500.00,250,125
651,2048029,250.00,500.00,250,125
652,2048039,250.00,500.00,250,125
653,2055087,250.00,500.00,250,125
654,2048232,250.00,500.00,250,125
655,2055088,250.00,500.00,250,125
656,2013597,150.00,400.00,250,125
657,2048028,250.00,500.00,250,125
658,2048204,250.00,500.00,250,125
659,2048315,250.00,500.00,250,125
660,2048036,250.00,500.00,250,125
661,2048069,250.00,500.00,250,125
662,2048052,250.00,500.00,250,125
663,2048068,250.00,500.00,250,125
664,44177,750.00,1000.00,250,125
665,43619,250.00,500.00,250,125
666,2093170,250.00,500.00,250,125
667,2048189,250.00,500.00,250,125
668,2048203,250.00,500.00,250,125
669,2048223,250.00,500.00,250,125
670,2048192,250.00,500.00,250,125
671,2048233,250.00,500.00,250,125
672,2048270,250.00,500.00,250,125
673,2055098,250.00,500.00,250,125
674,2048222,250.00,500.00,250,125
675,2048271,250.00,500.00,250,125
676,2050496,250.00,500.00,250,125
677,2048316,250.00,500.00,250,125
678,2050500,250.00,500.00,250,125
679,2051243,250.00,500.00,250,125
680,2050601,250.00,500.00,250,125
681,34633,750.00,1000.00,250,125
682,2053346,250.00,500.00,250,125
683,2055100,250.00,500.00,250,125
684,2045663,250.00,500.00,250,125
685,2045670,250.00,500.00,250,125
686,2045672,250.00,500.00,250,125
687,2053657,250.00,500.00,250,125
688,2072744,250.00,500.00,250,125
689,2060814,250.00,500.00,250,125
690,29332,250.00,500.00,250,125
691,2045075,250.00,500.00,250,125
692,2053774,250.00,500.00,250,125
693,2048738,250.00,500.00,250,125
694,2048736,250.00,500.00,250,125
695,2048958,250.00,500.00,250,125
696,2048913,250.00,500.00,250,125
697,2048964,250.00,500.00,250,125
698,2048918,250.00,500.00,250,125
699,2049009,250.00,500.00,250,125
700,2046340,250.00,500.00,250,125
701,2046351,250.00,500.00,250,125
702,2052265,250.00,500.00,250,125
703,2041209,250.00,500.00,250,125
704,2052466,250.00,500.00,250,125
705,2046647,250.00,500.00,250,125
706,2046665,250.00,500.00,250,125
707,2047019,250.00,500.00,250,125
708,2044624,250.00,500.00,250,125
709,2044620,250.00,500.00,250,125
710,2044627,250.00,500.00,250,125
711,2044628,250.00,500.00,250,125
712,2044683,250.00,500.00,250,125
713,2044621,250.00,500.00,250,125
714,2044630,250.00,500.00,250,125
715,2044685,250.00,500.00,250,125
716,2055152,250.00,500.00,250,125
717,2069921,250.00,500.00,250,125
718,2053527,250.00,500.00,250,125
719,2054367,250.00,500.00,250,125
720,2054369,250.00,500.00,250,125
721,2054531,250.00,500.00,250,125
722,2054556,250.00,500.00,250,125
