#,id,kwota_rekompensaty,kwota_rekompensaty_oryginalna,roznica,mediana
723,2054530,250.00,500.00,250,125
724,2054542,250.00,500.00,250,125
725,2054544,250.00,500.00,250,125
726,2055154,250.00,500.00,250,125
727,2054553,250.00,500.00,250,125
728,2048484,250.00,500.00,250,125
729,2054590,250.00,500.00,250,125
730,2046034,250.00,500.00,250,125
731,2054758,250.00,500.00,250,125
732,2112885,250.00,500.00,250,125
733,2054691,250.00,500.00,250,125
734,2054690,250.00,500.00,250,125
735,2054756,250.00,500.00,250,125
736,2054823,250.00,500.00,250,125
737,2054822,250.00,500.00,250,125
738,2048051,250.00,500.00,250,125
739,2073642,250.00,500.00,250,125
740,2054865,250.00,500.00,250,125
741,53537,500.00,750.00,250,125
742,41993,250.00,500.00,250,125
743,55009,250.00,500.00,250,125
744,2046853,250.00,500.00,250,125
745,2084502,250.00,500.00,250,125
746,2084499,250.00,500.00,250,125
747,2054853,250.00,500.00,250,125
748,2060668,250.00,500.00,250,125
749,2054867,250.00,500.00,250,125
750,2054852,250.00,500.00,250,125
751,2002056,350.25,600.00,249.75,125
752,2002041,50.50,300.00,249.5,125
753,2144412,1.00,250.00,249,125
754,2002257,10.00,250.00,240,125
755,2138246,10.00,250.00,240,125
756,2042361,363.00,600.00,237,125
757,2037265,18.70,250.00,231.3,125
758,2001244,370.00,600.00,230,125
759,2138219,270.00,500.00,230,125
760,2001823,377.80,600.00,222.2,125
761,2005232,200.00,400.00,200,125
762,2011017,400.00,600.00,200,125
763,2005237,200.00,400.00,200,125
764,2002413,50.00,250.00,200,125
765,2011907,50.00,250.00,200,125
766,2055665,400.00,600.00,200,125
767,2003419,100.00,300.00,200,125
768,2055786,600.00,800.00,200,125
769,2000949,200.00,400.00,200,125
770,2006027,300.00,500.00,200,125
771,19623,600.00,800.00,200,125
772,2078511,400.00,600.00,200,125
773,2000948,50.00,250.00,200,125
774,18382,400.00,600.00,200,125
775,2005120,200.00,400.00,200,125
776,2000351,400.00,600.00,200,125
777,2011152,400.00,600.00,200,125
778,2068589,550.00,750.00,200,125
779,2001174,400.00,600.00,200,125
780,2001722,400.00,600.00,200,125
781,2006467,400.00,600.00,200,125
782,2001300,400.00,600.00,200,125
783,2053611,400.00,600.00,200,125
784,2106432,50.00,250.00,200,125
785,2100929,600.00,800.00,200,125
786,2001397,50.00,250.00,200,125
787,2002545,1000.00,1200.00,200,125
788,2001519,50.00,250.00,200,125
789,2001251,50.00,250.00,200,125
790,2005075,200.00,400.00,200,125
791,2003510,50.00,250.00,200,125
792,2055649,400.00,600.00,200,125
793,2003731,550.00,750.00,200,125
794,2126921,300.00,500.00,200,125
795,51720,1000.00,1200.00,200,125
796,2002139,400.00,600.00,200,125
797,2037038,50.00,250.00,200,125
798,2004032,400.00,600.00,200,125
799,2001988,209.50,400.00,190.5,125
800,56219,63.00,250.00,187,125
801,2002154,120.00,300.00,180,125
802,2002161,125.00,300.00,175,125
803,2002067,75.00,250.00,175,125
804,2002077,75.00,250.00,175,125
805,2112021,340.00,500.00,160,125
806,2004317,90.00,250.00,160,125
807,2114816,90.00,250.00,160,125
808,2002040,150.00,300.00,150,125
809,2097415,100.00,250.00,150,125
810,2001113,100.00,250.00,150,125
811,51441,250.00,400.00,150,125
812,2099028,350.00,500.00,150,125
813,2063609,100.00,250.00,150,125
814,2013011,450.00,600.00,150,125
815,2120365,100.00,250.00,150,125
816,2063621,100.00,250.00,150,125
817,2064226,250.00,400.00,150,125
818,2002422,100.00,250.00,150,125
819,2013596,250.00,400.00,150,125
820,2143149,100.00,250.00,150,125
821,2097417,100.00,250.00,150,125
822,2106455,100.00,250.00,150,125
823,2145082,100.00,250.00,150,125
824,2002447,100.00,250.00,150,125
825,2044976,100.00,250.00,150,125
826,2057885,100.00,250.00,150,125
827,2045183,100.00,250.00,150,125
828,2003506,100.00,250.00,150,125
829,2005683,100.00,250.00,150,125
830,2136164,100.00,250.00,150,125
831,2106464,100.00,250.00,150,125
832,2114302,100.00,250.00,150,125
833,2038323,250.00,400.00,150,125
834,2145146,100.00,250.00,150,125
835,2110669,100.00,250.00,150,125
836,2000331,50.00,200.00,150,125
837,2145176,100.00,250.00,150,125
838,2009990,100.00,250.00,150,125
839,2002028,455.50,600.00,144.5,125
840,2113027,110.00,250.00,140,125
841,2054672,111.00,250.00,139,125
842,2111209,364.00,500.00,136,125
843,2002271,124.00,250.00,126,125
844,2002258,124.00,250.00,126,125
845,2146965,125.00,250.00,125,125
846,2141930,125.00,250.00,125,125
847,2141927,125.00,250.00,125,125
848,2147173,125.00,250.00,125,125
849,2147024,125.00,250.00,125,125
850,2147027,125.00,250.00,125,125
851,2147141,125.00,250.00,125,125
852,2147140,125.00,250.00,125,125
853,2147178,125.00,250.00,125,125
854,2147289,125.00,250.00,125,125
855,2147285,125.00,250.00,125,125
856,2142074,125.00,250.00,125,125
857,2144071,125.00,250.00,125,125
858,2144157,125.00,250.00,125,125
859,2144161,125.00,250.00,125,125
860,2142076,125.00,250.00,125,125
861,2144068,125.00,250.00,125,125
862,2147331,125.00,250.00,125,125
863,2147335,125.00,250.00,125,125
864,2142150,125.00,250.00,125,125
865,2119029,125.00,250.00,125,125
866,2150327,125.00,250.00,125,125
867,2142189,125.00,250.00,125,125
868,2142318,125.00,250.00,125,125
869,2142194,125.00,250.00,125,125
870,2142384,125.00,250.00,125,125
871,2142420,125.00,250.00,125,125
872,2142423,125.00,250.00,125,125
873,2142321,125.00,250.00,125,125
874,2142388,125.00,250.00,125,125
875,2144282,125.00,250.00,125,125
876,2144285,125.00,250.00,125,125
877,2147609,125.00,250.00,125,125
878,2144360,125.00,250.00,125,125
879,2144332,125.00,250.00,125,125
880,2144336,125.00,250.00,125,125
881,2150331,125.00,250.00,125,125
882,2147556,125.00,250.00,125,125
883,2147552,125.00,250.00,125,125
884,2156644,125.00,250.00,125,125
885,2150652,125.00,250.00,125,125
886,2150414,125.00,250.00,125,125
887,2150408,125.00,250.00,125,125
888,2144362,125.00,250.00,125,125
889,2156646,125.00,250.00,125,125
890,2147607,125.00,250.00,125,125
891,2144400,125.00,250.00,125,125
892,2153805,125.00,250.00,125,125
893,2144403,125.00,250.00,125,125
894,2147772,125.00,250.00,125,125
895,2147892,125.00,250.00,125,125
896,2144516,125.00,250.00,125,125
897,2147767,125.00,250.00,125,125
898,2144513,125.00,250.00,125,125
899,2144561,125.00,250.00,125,125
900,2143042,125.00,250.00,125,125
901,2147857,125.00,250.00,125,125
902,2147854,125.00,250.00,125,125
903,2150772,125.00,250.00,125,125
904,2147817,125.00,250.00,125,125
905,2147815,125.00,250.00,125,125
906,2147896,125.00,250.00,125,125
907,2144557,125.00,250.00,125,125
908,2150768,125.00,250.00,125,125
909,2147931,125.00,250.00,125,125
910,2147934,125.00,250.00,125,125
911,2150841,125.00,250.00,125,125
912,2150845,125.00,250.00,125,125
913,2148221,125.00,250.00,125,125
914,2148224,125.00,250.00,125,125
915,2151094,125.00,250.00,125,125
916,2145096,125.00,250.00,125,125
917,2145099,125.00,250.00,125,125
918,2151091,125.00,250.00,125,125
919,2151059,125.00,250.00,125,125
920,2151061,125.00,250.00,125,125
921,2154247,125.00,250.00,125,125
922,2154243,125.00,250.00,125,125
923,2151161,125.00,250.00,125,125
924,2148598,125.00,250.00,125,125
925,2145157,125.00,250.00,125,125
926,2148683,125.00,250.00,125,125
927,2151167,125.00,250.00,125,125
928,2145154,125.00,250.00,125,125
929,2148600,125.00,250.00,125,125
930,2151202,125.00,250.00,125,125
931,2151208,125.00,250.00,125,125
932,2148681,125.00,250.00,125,125
933,2145292,125.00,250.00,125,125
934,2145295,125.00,250.00,125,125
935,2145458,125.00,250.00,125,125
936,2145456,125.00,250.00,125,125
937,2154426,125.00,250.00,125,125
938,2149287,125.00,250.00,125,125
939,2149400,125.00,250.00,125,125
940,2149285,125.00,250.00,125,125
941,2149404,125.00,250.00,125,125
942,2151655,125.00,250.00,125,125
943,2151692,125.00,250.00,125,125
944,2154427,125.00,250.00,125,125
945,2151649,125.00,250.00,125,125
946,2151698,125.00,250.00,125,125
947,2151736,125.00,250.00,125,125
948,2151731,125.00,250.00,125,125
949,2154608,125.00,250.00,125,125
950,2154583,125.00,250.00,125,125
951,2154573,125.00,250.00,125,125
952,2154614,125.00,250.00,125,125
953,2156950,125.00,250.00,125,125
954,2156947,125.00,250.00,125,125
955,2154780,125.00,250.00,125,125
956,2154782,125.00,250.00,125,125
957,2157086,125.00,250.00,125,125
958,2157089,125.00,250.00,125,125
959,2154817,125.00,250.00,125,125
960,2154825,125.00,250.00,125,125
961,2157273,125.00,250.00,125,125
962,2152141,125.00,250.00,125,125
963,2152144,125.00,250.00,125,125
964,2157270,125.00,250.00,125,125
965,2152202,125.00,250.00,125,125
966,2152209,125.00,250.00,125,125
967,2155288,125.00,250.00,125,125
968,2155290,125.00,250.00,125,125
969,2152437,125.00,250.00,125,125
970,2152430,125.00,250.00,125,125
971,2152555,125.00,250.00,125,125
972,2157307,125.00,250.00,125,125
973,2157312,125.00,250.00,125,125
974,2152563,125.00,250.00,125,125
975,2157349,125.00,250.00,125,125
976,2157354,125.00,250.00,125,125
977,2085369,125.00,250.00,125,125
978,2085371,125.00,250.00,125,125
979,2081627,125.00,250.00,125,125
980,2081633,125.00,250.00,125,125
981,2060134,125.00,250.00,125,125
982,2059236,125.00,250.00,125,125
983,2157435,125.00,250.00,125,125
984,2157437,125.00,250.00,125,125
985,2155657,125.00,250.00,125,125
986,2155651,125.00,250.00,125,125
987,2155854,125.00,250.00,125,125
988,2155861,125.00,250.00,125,125
989,2156153,125.00,250.00,125,125
990,2156146,125.00,250.00,125,125
991,2067102,125.00,250.00,125,125
992,2065288,125.00,250.00,125,125
993,2156188,125.00,250.00,125,125
994,2157834,125.00,250.00,125,125
995,2156194,125.00,250.00,125,125
996,2157837,125.00,250.00,125,125
997,2096093,125.00,250.00,125,125
998,2075462,125.00,250.00,125,125
999,2075467,125.00,250.00,125,125
1000,2075526,125.00,250.00,125,125
1001,2075797,125.00,250.00,125,125
1002,2075805,125.00,250.00,125,125
1003,2075810,125.00,250.00,125,125
1004,2075815,125.00,250.00,125,125
1005,2075819,125.00,250.00,125,125
1006,2081823,125.00,250.00,125,125
1007,2156463,125.00,250.00,125,125
1008,2156468,125.00,250.00,125,125
1009,2158123,125.00,250.00,125,125
1010,2158120,125.00,250.00,125,125
1011,2075825,125.00,250.00,125,125
1012,2075830,125.00,250.00,125,125
1013,2158270,125.00,250.00,125,125
1014,2158266,125.00,250.00,125,125
1015,2158397,125.00,250.00,125,125
1016,2158393,125.00,250.00,125,125
1017,2081826,125.00,250.00,125,125
1018,2085496,125.00,250.00,125,125
1019,2085499,125.00,250.00,125,125
1020,2078573,125.00,250.00,125,125
1021,2078576,125.00,250.00,125,125
1022,2075938,125.00,250.00,125,125
1023,2075935,125.00,250.00,125,125
1024,2078658,125.00,250.00,125,125
1025,2075946,125.00,250.00,125,125
1026,2075950,125.00,250.00,125,125
1027,2078674,125.00,250.00,125,125
1028,2081913,125.00,250.00,125,125
1029,2081911,125.00,250.00,125,125
1030,2076038,125.00,250.00,125,125
1031,2076041,125.00,250.00,125,125
1032,2076075,125.00,250.00,125,125
1033,2081946,125.00,250.00,125,125
1034,2076080,125.00,250.00,125,125
1035,2078813,125.00,250.00,125,125
1036,2078815,125.00,250.00,125,125
1037,2076164,125.00,250.00,125,125
1038,2076166,125.00,250.00,125,125
1039,2074187,125.00,250.00,125,125
1040,2079009,125.00,250.00,125,125
1041,2074190,125.00,250.00,125,125
1042,2076179,125.00,250.00,125,125
1043,2076184,125.00,250.00,125,125
1044,2079045,125.00,250.00,125,125
1045,2074265,125.00,250.00,125,125
1046,2079015,125.00,250.00,125,125
1047,2074267,125.00,250.00,125,125
1048,2079042,125.00,250.00,125,125
1049,2076200,125.00,250.00,125,125
1050,2076205,125.00,250.00,125,125
1051,2079249,125.00,250.00,125,125
1052,2079217,125.00,250.00,125,125
1053,2079251,125.00,250.00,125,125
1054,2076294,125.00,250.00,125,125
1055,2076212,125.00,250.00,125,125
1056,2076214,125.00,250.00,125,125
1057,2076292,125.00,250.00,125,125
1058,2074292,125.00,250.00,125,125
1059,2074297,125.00,250.00,125,125
1060,2079221,125.00,250.00,125,125
1061,2082186,125.00,250.00,125,125
1062,2079286,125.00,250.00,125,125
1063,2082300,125.00,250.00,125,125
1064,2079288,125.00,250.00,125,125
1065,2074306,125.00,250.00,125,125
1066,2074312,125.00,250.00,125,125
1067,2082203,125.00,250.00,125,125
1068,2074500,125.00,250.00,125,125
1069,2074504,125.00,250.00,125,125
1070,2082208,125.00,250.00,125,125
1071,2082191,125.00,250.00,125,125
1072,2079352,125.00,250.00,125,125
1073,2079354,125.00,250.00,125,125
1074,2074639,125.00,250.00,125,125
1075,2074641,125.00,250.00,125,125
1076,2076517,125.00,250.00,125,125
1077,2076532,125.00,250.00,125,125
1078,2076538,125.00,250.00,125,125
1079,2074692,125.00,250.00,125,125
1080,2076509,125.00,250.00,125,125
1081,2076548,125.00,250.00,125,125
1082,2076542,125.00,250.00,125,125
1083,2076511,125.00,250.00,125,125
1084,2076583,125.00,250.00,125,125
1085,2074695,125.00,250.00,125,125
1086,2076586,125.00,250.00,125,125
1087,2076528,125.00,250.00,125,125
1088,2076522,125.00,250.00,125,125
1089,2076551,125.00,250.00,125,125
1090,2076563,125.00,250.00,125,125
1091,2085704,125.00,250.00,125,125
1092,2074727,125.00,250.00,125,125
1093,2076574,125.00,250.00,125,125
1094,2082313,125.00,250.00,125,125
1095,2074730,125.00,250.00,125,125
1096,2076595,125.00,250.00,125,125
1097,2076593,125.00,250.00,125,125
1098,2079768,125.00,250.00,125,125
1099,2076614,125.00,250.00,125,125
1100,2076620,125.00,250.00,125,125
1101,2079762,125.00,250.00,125,125
1102,2074794,125.00,250.00,125,125
1103,2076820,125.00,250.00,125,125
1104,2074799,125.00,250.00,125,125
1105,2076826,125.00,250.00,125,125
1106,2074832,125.00,250.00,125,125
1107,2092473,125.00,250.00,125,125
1108,2074836,125.00,250.00,125,125
1109,2082327,125.00,250.00,125,125
1110,2092476,125.00,250.00,125,125
1111,2082329,125.00,250.00,125,125
1112,2074848,125.00,250.00,125,125
1113,2074853,125.00,250.00,125,125
1114,2082343,125.00,250.00,125,125
1115,2074857,125.00,250.00,125,125
1116,2074862,125.00,250.00,125,125
1117,2074983,125.00,250.00,125,125
1118,2074986,125.00,250.00,125,125
1119,2075106,125.00,250.00,125,125
1120,2077519,125.00,250.00,125,125
1121,2077581,125.00,250.00,125,125
1122,2075110,125.00,250.00,125,125
1123,2077518,125.00,250.00,125,125
1124,2077605,125.00,250.00,125,125
1125,2077582,125.00,250.00,125,125
1126,2077592,125.00,250.00,125,125
1127,2082385,125.00,250.00,125,125
1128,2077590,125.00,250.00,125,125
1129,2077606,125.00,250.00,125,125
1130,2080136,125.00,250.00,125,125
1131,2085812,125.00,250.00,125,125
1132,2085814,125.00,250.00,125,125
1133,2080281,125.00,250.00,125,125
1134,2080287,125.00,250.00,125,125
1135,2080138,125.00,250.00,125,125
1136,2080148,125.00,250.00,125,125
1137,2080150,125.00,250.00,125,125
1138,2080606,125.00,250.00,125,125
1139,2080602,125.00,250.00,125,125
1140,2080704,125.00,250.00,125,125
1141,2082730,125.00,250.00,125,125
1142,2080915,125.00,250.00,125,125
1143,2080833,125.00,250.00,125,125
1144,2080903,125.00,250.00,125,125
1145,2080836,125.00,250.00,125,125
1146,2082728,125.00,250.00,125,125
1147,2080901,125.00,250.00,125,125
1148,2080877,125.00,250.00,125,125
1149,2082766,125.00,250.00,125,125
1150,2080871,125.00,250.00,125,125
1151,2082764,125.00,250.00,125,125
1152,2082894,125.00,250.00,125,125
1153,2082896,125.00,250.00,125,125
1154,2080959,125.00,250.00,125,125
1155,2080955,125.00,250.00,125,125
1156,2086015,125.00,250.00,125,125
1157,2089400,125.00,250.00,125,125
1158,2089395,125.00,250.00,125,125
1159,2081181,125.00,250.00,125,125
1160,2081178,125.00,250.00,125,125
1161,2083188,125.00,250.00,125,125
1162,2081447,125.00,250.00,125,125
1163,2092587,125.00,250.00,125,125
1164,2092588,125.00,250.00,125,125
1165,2081524,125.00,250.00,125,125
1166,2081449,125.00,250.00,125,125
1167,2081517,125.00,250.00,125,125
1168,2089653,125.00,250.00,125,125
1169,2083264,125.00,250.00,125,125
1170,2083266,125.00,250.00,125,125
1171,2092608,125.00,250.00,125,125
1172,2083430,125.00,250.00,125,125
1173,2086595,125.00,250.00,125,125
1174,2089562,125.00,250.00,125,125
1175,2083427,125.00,250.00,125,125
1176,2086598,125.00,250.00,125,125
1177,2096280,125.00,250.00,125,125
1178,2086552,125.00,250.00,125,125
1179,2086547,125.00,250.00,125,125
1180,2083551,125.00,250.00,125,125
1181,2083547,125.00,250.00,125,125
1182,2086718,125.00,250.00,125,125
1183,2083733,125.00,250.00,125,125
1184,2086720,125.00,250.00,125,125
1185,2086738,125.00,250.00,125,125
1186,2086733,125.00,250.00,125,125
1187,2084252,125.00,250.00,125,125
1188,2086810,125.00,250.00,125,125
1189,2084249,125.00,250.00,125,125
1190,2086807,125.00,250.00,125,125
1191,2083856,125.00,250.00,125,125
1192,2084294,125.00,250.00,125,125
1193,2084291,125.00,250.00,125,125
1194,2083854,125.00,250.00,125,125
1195,2086837,125.00,250.00,125,125
1196,2083876,125.00,250.00,125,125
1197,2083877,125.00,250.00,125,125
1198,2092697,125.00,250.00,125,125
1199,2092699,125.00,250.00,125,125
1200,2089661,125.00,250.00,125,125
1201,2086899,125.00,250.00,125,125
1202,2086896,125.00,250.00,125,125
1203,2084724,125.00,250.00,125,125
1204,2084726,125.00,250.00,125,125
1205,2089971,125.00,250.00,125,125
1206,2089976,125.00,250.00,125,125
1207,2044597,125.00,250.00,125,125
1208,2084878,125.00,250.00,125,125
1209,2084882,125.00,250.00,125,125
1210,2087137,125.00,250.00,125,125
1211,2087080,125.00,250.00,125,125
1212,2087132,125.00,250.00,125,125
1213,2085108,125.00,250.00,125,125
1214,2085110,125.00,250.00,125,125
1215,2087082,125.00,250.00,125,125
1216,2096363,125.00,250.00,125,125
1217,2096367,125.00,250.00,125,125
1218,2087192,125.00,250.00,125,125
1219,2087194,125.00,250.00,125,125
1220,2092837,125.00,250.00,125,125
1221,2096472,125.00,250.00,125,125
1222,2092839,125.00,250.00,125,125
1223,2092867,125.00,250.00,125,125
1224,2087422,125.00,250.00,125,125
1225,2087419,125.00,250.00,125,125
1226,2092865,125.00,250.00,125,125
1227,2096470,125.00,250.00,125,125
1228,2087737,125.00,250.00,125,125
1229,2087698,125.00,250.00,125,125
1230,2087690,125.00,250.00,125,125
1231,2087702,125.00,250.00,125,125
1232,2087688,125.00,250.00,125,125
1233,2087855,125.00,250.00,125,125
1234,2090647,125.00,250.00,125,125
1235,2092996,125.00,250.00,125,125
1236,2096540,125.00,250.00,125,125
1237,2096545,125.00,250.00,125,125
1238,2092998,125.00,250.00,125,125
1239,2090663,125.00,250.00,125,125
1240,2096593,125.00,250.00,125,125
1241,2090668,125.00,250.00,125,125
1242,2090708,125.00,250.00,125,125
1243,2090703,125.00,250.00,125,125
1244,2090686,125.00,250.00,125,125
1245,2088256,125.00,250.00,125,125
1246,2096616,125.00,250.00,125,125
1247,2096618,125.00,250.00,125,125
1248,2090804,125.00,250.00,125,125
1249,2090728,125.00,250.00,125,125
1250,2088294,125.00,250.00,125,125
1251,2088300,125.00,250.00,125,125
1252,2090802,125.00,250.00,125,125
1253,2093122,125.00,250.00,125,125
1254,2093126,125.00,250.00,125,125
1255,2090852,125.00,250.00,125,125
1256,2090854,125.00,250.00,125,125
1257,2088590,125.00,250.00,125,125
1258,2093165,125.00,250.00,125,125
1259,2088614,125.00,250.00,125,125
1260,2093167,125.00,250.00,125,125
1261,2088965,125.00,250.00,125,125
1262,2088970,125.00,250.00,125,125
1263,2091099,125.00,250.00,125,125
1264,2091188,125.00,250.00,125,125
1265,2093314,125.00,250.00,125,125
1266,2091318,125.00,250.00,125,125
1267,2091319,125.00,250.00,125,125
1268,2091668,125.00,250.00,125,125
1269,2093740,125.00,250.00,125,125
1270,2093745,125.00,250.00,125,125
1271,2091665,125.00,250.00,125,125
1272,2096997,125.00,250.00,125,125
1273,2096996,125.00,250.00,125,125
1274,2110659,125.00,250.00,125,125
1275,2095197,125.00,250.00,125,125
1276,2095201,125.00,250.00,125,125
1277,2095334,125.00,250.00,125,125
1278,2095463,125.00,250.00,125,125
1279,2095468,125.00,250.00,125,125
1280,2095640,125.00,250.00,125,125
1281,2095742,125.00,250.00,125,125
1282,2095745,125.00,250.00,125,125
1283,2044626,125.00,250.00,125,125
1284,2044702,125.00,250.00,125,125
1285,2094603,125.00,250.00,125,125
1286,2100904,125.00,250.00,125,125
1287,2101144,125.00,250.00,125,125
1288,2142147,125.00,250.00,125,125
1289,54254,125.00,250.00,125,125
1290,2001098,125.00,250.00,125,125
1291,2000072,125.00,250.00,125,125
1292,2000350,125.00,250.00,125,125
1293,2000349,125.00,250.00,125,125
1294,2002187,125.00,250.00,125,125
1295,2002182,125.00,250.00,125,125
1296,2005105,125.00,250.00,125,125
1297,2005119,125.00,250.00,125,125
1298,2104770,125.00,250.00,125,125
1299,2097148,125.00,250.00,125,125
1300,2129576,125.00,250.00,125,125
1301,2097203,125.00,250.00,125,125
1302,2097146,125.00,250.00,125,125
1303,2097206,125.00,250.00,125,125
1304,2097269,125.00,250.00,125,125
1305,2097271,125.00,250.00,125,125
1306,2104795,125.00,250.00,125,125
1307,2101173,125.00,250.00,125,125
1308,2101147,125.00,250.00,125,125
1309,2104793,125.00,250.00,125,125
1310,2101170,125.00,250.00,125,125
1311,2097441,125.00,250.00,125,125
1312,2097438,125.00,250.00,125,125
1313,2110658,125.00,250.00,125,125
1314,2094058,125.00,250.00,125,125
1315,2092127,125.00,250.00,125,125
1316,2092124,125.00,250.00,125,125
1317,2094011,125.00,250.00,125,125
1318,2053973,125.00,250.00,125,125
1319,2094083,125.00,250.00,125,125
1320,2094085,125.00,250.00,125,125
1321,2092231,125.00,250.00,125,125
1322,2092232,125.00,250.00,125,125
1323,2092264,125.00,250.00,125,125
1324,2092266,125.00,250.00,125,125
1325,2094604,125.00,250.00,125,125
1326,2095085,125.00,250.00,125,125
1327,2095088,125.00,250.00,125,125
1328,2095241,125.00,250.00,125,125
1329,2095246,125.00,250.00,125,125
1330,2095338,125.00,250.00,125,125
1331,2095582,125.00,250.00,125,125
1332,2095637,125.00,250.00,125,125
1333,2095586,125.00,250.00,125,125
1334,2044603,125.00,250.00,125,125
1335,2053947,125.00,250.00,125,125
1336,2009445,125.00,250.00,125,125
1337,2002185,125.00,250.00,125,125
1338,2003917,125.00,250.00,125,125
1339,2003918,125.00,250.00,125,125
1340,2003794,125.00,250.00,125,125
1341,2003921,125.00,250.00,125,125
1342,2104900,125.00,250.00,125,125
1343,2104902,125.00,250.00,125,125
1344,2101344,125.00,250.00,125,125
1345,2101446,125.00,250.00,125,125
1346,2097644,125.00,250.00,125,125
1347,2101449,125.00,250.00,125,125
1348,2101347,125.00,250.00,125,125
1349,2097645,125.00,250.00,125,125
1350,2101506,125.00,250.00,125,125
1351,2101539,125.00,250.00,125,125
1352,2101479,125.00,250.00,125,125
1353,2101537,125.00,250.00,125,125
1354,2104967,125.00,250.00,125,125
1355,2104965,125.00,250.00,125,125
1356,2101508,125.00,250.00,125,125
1357,2101712,125.00,250.00,125,125
1358,2101710,125.00,250.00,125,125
1359,2108015,125.00,250.00,125,125
1360,2108018,125.00,250.00,125,125
1361,2089529,125.00,250.00,125,125
1362,2098083,125.00,250.00,125,125
1363,2098084,125.00,250.00,125,125
1364,2108044,125.00,250.00,125,125
1365,2108047,125.00,250.00,125,125
1366,2102040,125.00,250.00,125,125
1367,2102038,125.00,250.00,125,125
1368,2102176,125.00,250.00,125,125
1369,2098575,125.00,250.00,125,125
1370,2098413,125.00,250.00,125,125
1371,2098576,125.00,250.00,125,125
1372,2098411,125.00,250.00,125,125
1373,2098452,125.00,250.00,125,125
1374,2098450,125.00,250.00,125,125
1375,2102057,125.00,250.00,125,125
1376,2102059,125.00,250.00,125,125
1377,2102122,125.00,250.00,125,125
1378,2102124,125.00,250.00,125,125
1379,2102152,125.00,250.00,125,125
1380,2102091,125.00,250.00,125,125
1381,2102093,125.00,250.00,125,125
1382,2098857,125.00,250.00,125,125
1383,2098878,125.00,250.00,125,125
1384,2098858,125.00,250.00,125,125
1385,2102150,125.00,250.00,125,125
1386,2102178,125.00,250.00,125,125
1387,2110742,125.00,250.00,125,125
1388,2110738,125.00,250.00,125,125
1389,2098881,125.00,250.00,125,125
1390,2102205,125.00,250.00,125,125
1391,2102206,125.00,250.00,125,125
1392,2098973,125.00,250.00,125,125
1393,2105312,125.00,250.00,125,125
1394,2105314,125.00,250.00,125,125
1395,2102230,125.00,250.00,125,125
1396,2098976,125.00,250.00,125,125
1397,2102232,125.00,250.00,125,125
1398,2110822,125.00,250.00,125,125
1399,2110825,125.00,250.00,125,125
1400,2102261,125.00,250.00,125,125
1401,2102262,125.00,250.00,125,125
1402,2099197,125.00,250.00,125,125
1403,2099194,125.00,250.00,125,125
1404,2105363,125.00,250.00,125,125
1405,2122006,125.00,250.00,125,125
1406,2099291,125.00,250.00,125,125
1407,2122015,125.00,250.00,125,125
1408,2105365,125.00,250.00,125,125
1409,2099294,125.00,250.00,125,125
1410,2105407,125.00,250.00,125,125
1411,2105409,125.00,250.00,125,125
1412,2099757,125.00,250.00,125,125
1413,2099760,125.00,250.00,125,125
1414,2099813,125.00,250.00,125,125
1415,2099818,125.00,250.00,125,125
1416,2129615,125.00,250.00,125,125
1417,2129618,125.00,250.00,125,125
1418,2103032,125.00,250.00,125,125
1419,2103030,125.00,250.00,125,125
1420,2100188,125.00,250.00,125,125
1421,2100191,125.00,250.00,125,125
1422,2125701,125.00,250.00,125,125
1423,2100389,125.00,250.00,125,125
1424,2100394,125.00,250.00,125,125
1425,2103061,125.00,250.00,125,125
1426,2054429,125.00,250.00,125,125
1427,2103059,125.00,250.00,125,125
1428,2105681,125.00,250.00,125,125
1429,2108484,125.00,250.00,125,125
1430,2108455,125.00,250.00,125,125
